,Epoch,Hit Ratio,Precision,Recall,NDCG,Measure Time
37,37,0.11881,0.05939,0.13352,0.1174,0.05033993721008301
38,38,0.11881,0.05939,0.13352,0.1174,0.0460968017578125
39,39,0.11881,0.05939,0.13352,0.1174,0.045635223388671875
40,40,0.11881,0.05939,0.13352,0.1174,0.04540061950683594
41,41,0.11881,0.05939,0.13352,0.1174,0.045217037200927734
42,42,0.11881,0.05939,0.13352,0.1174,0.04577207565307617
43,43,0.11881,0.05939,0.13352,0.1174,0.046036720275878906
44,44,0.11881,0.05939,0.13352,0.1174,0.0455021858215332
45,45,0.11881,0.05939,0.13352,0.1174,0.04487180709838867
46,46,0.11881,0.05939,0.13352,0.1174,0.04486727714538574
47,47,0.11881,0.05939,0.13352,0.1174,0.04496455192565918
48,48,0.11881,0.05939,0.13352,0.1174,0.04436302185058594
49,49,0.11881,0.05939,0.13352,0.1174,0.045368194580078125
50,50,0.11881,0.05939,0.13352,0.1174,0.044757843017578125
51,51,0.11881,0.05939,0.13352,0.1174,0.04462289810180664
52,52,0.11881,0.05939,0.13352,0.1174,0.04473114013671875
53,53,0.11881,0.05939,0.13352,0.1174,0.04474997520446777
54,54,0.11881,0.05939,0.13352,0.1174,0.044905900955200195
55,55,0.11881,0.05939,0.13352,0.1174,0.04584550857543945
56,56,0.11881,0.05939,0.13352,0.1174,0.04530954360961914
57,57,0.11881,0.05939,0.13352,0.1174,0.04499053955078125
58,58,0.11881,0.05939,0.13352,0.1174,0.045035362243652344
59,59,0.11881,0.05939,0.13352,0.1174,0.04508018493652344
60,60,0.11881,0.05939,0.13352,0.1174,0.04559922218322754
61,61,0.11881,0.05939,0.13352,0.1174,0.04570746421813965
62,62,0.11881,0.05939,0.13352,0.1174,0.04500770568847656
63,63,0.11881,0.05939,0.13352,0.1174,0.044866085052490234
64,64,0.11881,0.05939,0.13352,0.1174,0.045179128646850586
65,65,0.11881,0.05939,0.13352,0.1174,0.045667171478271484
66,66,0.11881,0.05939,0.13352,0.1174,0.04598832130432129
67,67,0.11881,0.05939,0.13352,0.1174,0.04546356201171875
68,68,0.11881,0.05939,0.13352,0.1174,0.04506540298461914
69,69,0.11881,0.05939,0.13352,0.1174,0.045093536376953125
70,70,0.11881,0.05939,0.13352,0.1174,0.045432090759277344
71,71,0.11881,0.05939,0.13352,0.1174,0.04555344581604004
72,72,0.11881,0.05939,0.13352,0.1174,0.04538607597351074
73,73,0.11881,0.05939,0.13352,0.1174,0.0455780029296875
74,74,0.11881,0.05939,0.13352,0.1174,0.04515266418457031
75,75,0.11896,0.05946,0.13361,0.11694,0.04523611068725586
76,76,0.11896,0.05946,0.13361,0.11694,0.0456240177154541
77,77,0.11896,0.05946,0.13361,0.11694,0.04558730125427246
78,78,0.11896,0.05946,0.13361,0.11694,0.0468592643737793
79,79,0.11896,0.05946,0.13361,0.11694,0.04553389549255371
80,80,0.11896,0.05946,0.13361,0.11694,0.0453333854675293
81,81,0.11896,0.05946,0.13361,0.11694,0.04517197608947754
82,82,0.11896,0.05946,0.13361,0.11694,0.04560208320617676
83,83,0.11896,0.05946,0.13361,0.11694,0.04567718505859375
84,84,0.11896,0.05946,0.13361,0.11694,0.045339107513427734
85,85,0.11896,0.05946,0.13361,0.11694,0.04504704475402832
86,86,0.11896,0.05946,0.13361,0.11694,0.045356035232543945
87,87,0.11896,0.05946,0.13361,0.11694,0.04426097869873047
88,88,0.11896,0.05946,0.13361,0.11694,0.04505634307861328
89,89,0.11896,0.05946,0.13361,0.11694,0.04567980766296387
90,90,0.11896,0.05946,0.13361,0.11694,0.046036720275878906
91,91,0.11896,0.05946,0.13361,0.11694,0.04957389831542969
92,92,0.11896,0.05946,0.13361,0.11694,0.04429912567138672
93,93,0.11896,0.05946,0.13361,0.11694,0.04465889930725098
94,94,0.11896,0.05946,0.13361,0.11694,0.045326948165893555
95,95,0.11896,0.05946,0.13361,0.11694,0.04575848579406738
96,96,0.11896,0.05946,0.13361,0.11694,0.04568958282470703
97,97,0.11896,0.05946,0.13361,0.11694,0.04515528678894043
98,98,0.11896,0.05946,0.13361,0.11694,0.04546332359313965
99,99,0.11896,0.05946,0.13361,0.11694,0.04518461227416992
100,100,0.11896,0.05946,0.13361,0.11694,0.04560446739196777
101,101,0.11896,0.05946,0.13361,0.11694,0.045099735260009766
102,102,0.11896,0.05946,0.13361,0.11694,0.04534173011779785
103,103,0.11896,0.05946,0.13361,0.11694,0.045359134674072266
104,104,0.11896,0.05946,0.13361,0.11694,0.04919576644897461
105,105,0.11896,0.05946,0.13361,0.11694,0.04481911659240723
106,106,0.11896,0.05946,0.13361,0.11694,0.04521656036376953
107,107,0.11896,0.05946,0.13361,0.11694,0.04516935348510742
108,108,0.11896,0.05946,0.13361,0.11694,0.0455327033996582
109,109,0.11896,0.05946,0.13361,0.11694,0.04565834999084473
110,110,0.11896,0.05946,0.13361,0.11694,0.045394182205200195
111,111,0.11896,0.05946,0.13361,0.11694,0.045179128646850586
112,112,0.11896,0.05946,0.13361,0.11694,0.04526400566101074
113,113,0.11896,0.05946,0.13361,0.11694,0.04494953155517578
114,114,0.11896,0.05946,0.13361,0.11694,0.045359134674072266
115,115,0.11896,0.05946,0.13361,0.11694,0.04533123970031738
116,116,0.11896,0.05946,0.13361,0.11694,0.04510498046875
117,117,0.11896,0.05946,0.13361,0.11694,0.04408383369445801
118,118,0.11896,0.05946,0.13361,0.11694,0.04552793502807617
119,119,0.11896,0.05946,0.13361,0.11694,0.044647932052612305
120,120,0.11896,0.05946,0.13361,0.11694,0.04538273811340332
121,121,0.11896,0.05946,0.13361,0.11694,0.04467439651489258
122,122,0.11896,0.05946,0.13361,0.11694,0.04587984085083008
123,123,0.11896,0.05946,0.13361,0.11694,0.045684814453125
124,124,0.11907,0.05952,0.13317,0.11744,0.046112775802612305
125,125,0.11915,0.05956,0.13331,0.1176,0.05087757110595703
126,126,0.11915,0.05956,0.13331,0.1176,0.04566454887390137
127,127,0.11915,0.05956,0.13331,0.1176,0.045424461364746094
128,128,0.11915,0.05956,0.13331,0.1176,0.045355796813964844
129,129,0.11915,0.05956,0.13331,0.1176,0.04565763473510742
130,130,0.11915,0.05956,0.13331,0.1176,0.04603719711303711
131,131,0.11915,0.05956,0.13331,0.1176,0.04581022262573242
132,132,0.11915,0.05956,0.13331,0.1176,0.04597926139831543
133,133,0.11915,0.05956,0.13331,0.1176,0.04562258720397949
134,134,0.11915,0.05956,0.13331,0.1176,0.045679569244384766
135,135,0.11915,0.05956,0.13331,0.1176,0.04577493667602539
136,136,0.11915,0.05956,0.13331,0.1176,0.045780181884765625
137,137,0.11915,0.05956,0.13331,0.1176,0.049558401107788086
138,138,0.11915,0.05956,0.13331,0.1176,0.0456390380859375
139,139,0.11915,0.05956,0.13331,0.1176,0.045714378356933594
140,140,0.11915,0.05956,0.13331,0.1176,0.04543495178222656
141,141,0.11915,0.05956,0.13331,0.1176,0.04551386833190918
142,142,0.11915,0.05956,0.13331,0.1176,0.04600048065185547
143,143,0.11915,0.05956,0.13331,0.1176,0.04617166519165039
144,144,0.11915,0.05956,0.13331,0.1176,0.04546308517456055
145,145,0.11915,0.05956,0.13331,0.1176,0.04979658126831055
146,146,0.11915,0.05956,0.13331,0.1176,0.04651761054992676
147,147,0.11915,0.05956,0.13331,0.1176,0.04573535919189453
148,148,0.11915,0.05956,0.13331,0.1176,0.046865224838256836
149,149,0.11915,0.05956,0.13331,0.1176,0.04262709617614746
150,150,0.11915,0.05956,0.13331,0.1176,0.04178881645202637
151,151,0.11915,0.05956,0.13331,0.1176,0.041815757751464844
152,152,0.11915,0.05956,0.13331,0.1176,0.042320966720581055
153,153,0.11915,0.05956,0.13331,0.1176,0.042444705963134766
154,154,0.11915,0.05956,0.13331,0.1176,0.0428318977355957
155,155,0.11915,0.05956,0.13331,0.1176,0.0526578426361084
156,156,0.11915,0.05956,0.13331,0.1176,0.04621291160583496
157,157,0.11915,0.05956,0.13331,0.1176,0.046173810958862305
158,158,0.11915,0.05956,0.13331,0.1176,0.04535555839538574
159,159,0.11915,0.05956,0.13331,0.1176,0.04583930969238281
160,160,0.11915,0.05956,0.13331,0.1176,0.046906471252441406
161,161,0.11934,0.05965,0.13319,0.11783,0.0464634895324707
162,162,0.11934,0.05965,0.13319,0.11783,0.04600024223327637
163,163,0.11934,0.05965,0.13336,0.11771,0.04625439643859863
164,164,0.11934,0.05965,0.13336,0.11771,0.04596138000488281
165,165,0.11934,0.05965,0.13336,0.11771,0.04627227783203125
166,166,0.11933,0.05965,0.13381,0.11802,0.04639101028442383
167,167,0.11933,0.05965,0.13381,0.11802,0.0467069149017334
168,168,0.11938,0.05967,0.13389,0.1178,0.04612016677856445
169,169,0.11939,0.05968,0.13389,0.11813,0.04592561721801758
170,170,0.11939,0.05968,0.13389,0.11813,0.04602456092834473
171,171,0.11939,0.05968,0.13389,0.11813,0.04669189453125
172,172,0.11939,0.05968,0.13389,0.11813,0.05186605453491211
173,173,0.11939,0.05968,0.13389,0.11813,0.04535651206970215
174,174,0.11939,0.05968,0.13389,0.11813,0.04563641548156738
175,175,0.11939,0.05968,0.13389,0.11813,0.046105146408081055
176,176,0.11939,0.05968,0.13389,0.11813,0.04561042785644531
177,177,0.11939,0.05968,0.13389,0.11813,0.04563188552856445
178,178,0.11939,0.05968,0.13389,0.11813,0.04683089256286621
179,179,0.11939,0.05968,0.13389,0.11813,0.046201229095458984
180,180,0.11939,0.05968,0.13389,0.11813,0.045569658279418945
181,181,0.11943,0.0597,0.13395,0.11812,0.046985626220703125
182,182,0.11943,0.0597,0.13395,0.11812,0.04654240608215332
183,183,0.11943,0.0597,0.13395,0.11812,0.0464019775390625
184,184,0.11943,0.0597,0.13395,0.11812,0.04640674591064453
185,185,0.11943,0.0597,0.13395,0.11812,0.04631924629211426
186,186,0.11943,0.0597,0.13395,0.11812,0.04521012306213379
187,187,0.11943,0.0597,0.13395,0.11812,0.04585599899291992
188,188,0.11943,0.0597,0.13395,0.11812,0.0466609001159668
189,189,0.11943,0.0597,0.13395,0.11812,0.04591703414916992
190,190,0.11943,0.0597,0.13395,0.11812,0.04592704772949219
191,191,0.11943,0.0597,0.13395,0.11812,0.04618406295776367
192,192,0.11943,0.0597,0.13395,0.11812,0.04551839828491211
193,193,0.11943,0.0597,0.13395,0.11812,0.04614114761352539
194,194,0.11943,0.0597,0.13395,0.11812,0.04592084884643555
195,195,0.11943,0.0597,0.13395,0.11812,0.0459599494934082
196,196,0.11943,0.0597,0.13395,0.11812,0.045919179916381836
197,197,0.11943,0.0597,0.13395,0.11812,0.045815229415893555
198,198,0.11943,0.0597,0.13395,0.11812,0.04532504081726074
199,199,0.11943,0.0597,0.13395,0.11812,0.04633641242980957
200,200,0.11943,0.0597,0.13395,0.11812,0.04624772071838379
201,201,0.11943,0.0597,0.13395,0.11812,0.04517936706542969
202,202,0.11943,0.0597,0.13395,0.11812,0.04645681381225586
203,203,0.11943,0.0597,0.13395,0.11812,0.04565167427062988
204,204,0.11943,0.0597,0.13395,0.11812,0.04570722579956055
205,205,0.11943,0.0597,0.13395,0.11812,0.046204328536987305
206,206,0.11943,0.0597,0.13395,0.11812,0.04629015922546387
207,207,0.11943,0.0597,0.13395,0.11812,0.046097755432128906
208,208,0.11943,0.0597,0.13395,0.11812,0.04676389694213867
209,209,0.11943,0.0597,0.13395,0.11812,0.04622912406921387
210,210,0.11943,0.0597,0.13395,0.11812,0.046031951904296875
211,211,0.11943,0.0597,0.13395,0.11812,0.0466306209564209
212,212,0.11943,0.0597,0.13395,0.11812,0.045462846755981445
213,213,0.11943,0.0597,0.13395,0.11812,0.0455012321472168
214,214,0.11943,0.0597,0.13395,0.11812,0.04613232612609863
215,215,0.11943,0.0597,0.13395,0.11812,0.04526376724243164
216,216,0.11943,0.0597,0.13395,0.11812,0.04576921463012695
217,217,0.11972,0.05984,0.13409,0.1173,0.04666781425476074
218,218,0.11972,0.05984,0.13409,0.1173,0.04633522033691406
219,219,0.11978,0.05987,0.13381,0.1179,0.046640872955322266
220,220,0.11978,0.05987,0.13381,0.1179,0.04688763618469238
221,221,0.11978,0.05987,0.13381,0.1179,0.045882225036621094
222,222,0.11978,0.05987,0.13381,0.1179,0.04965662956237793
223,223,0.11978,0.05987,0.13381,0.1179,0.04712200164794922
224,224,0.11978,0.05987,0.13381,0.1179,0.04740548133850098
225,225,0.11978,0.05987,0.13381,0.1179,0.04575657844543457
226,226,0.11978,0.05987,0.13381,0.1179,0.04643964767456055
227,227,0.11978,0.05987,0.13381,0.1179,0.04619121551513672
228,228,0.11978,0.05987,0.13381,0.1179,0.046347856521606445
229,229,0.11978,0.05987,0.13381,0.1179,0.04599928855895996
230,230,0.11978,0.05987,0.13381,0.1179,0.04558253288269043
231,231,0.11978,0.05987,0.13381,0.1179,0.045641422271728516
232,232,0.11978,0.05987,0.13381,0.1179,0.045557260513305664
233,233,0.11978,0.05987,0.13381,0.1179,0.04592251777648926
234,234,0.11978,0.05987,0.13381,0.1179,0.0452730655670166
235,235,0.11978,0.05987,0.13381,0.1179,0.04513287544250488
236,236,0.11978,0.05987,0.13381,0.1179,0.04560256004333496
237,237,0.11978,0.05987,0.13381,0.1179,0.04896664619445801
238,238,0.11978,0.05987,0.13381,0.1179,0.04554176330566406
239,239,0.11978,0.05987,0.13381,0.1179,0.04479527473449707
240,240,0.11978,0.05987,0.13381,0.1179,0.045064449310302734
241,241,0.11978,0.05987,0.13381,0.1179,0.044820547103881836
242,242,0.11978,0.05987,0.13381,0.1179,0.045003414154052734
243,243,0.11978,0.05987,0.13381,0.1179,0.04498696327209473
244,244,0.11978,0.05987,0.13381,0.1179,0.04582929611206055
245,245,0.11978,0.05987,0.13381,0.1179,0.04670429229736328
246,246,0.11978,0.05987,0.13381,0.1179,0.04701638221740723
247,247,0.11978,0.05987,0.13381,0.1179,0.046135663986206055
248,248,0.11978,0.05987,0.13381,0.1179,0.04629659652709961
249,249,0.11978,0.05987,0.13381,0.1179,0.047044992446899414
250,250,0.11978,0.05987,0.13381,0.1179,0.04658317565917969
251,251,0.11978,0.05987,0.13381,0.1179,0.04690861701965332
252,252,0.11978,0.05987,0.13381,0.1179,0.04847455024719238
253,253,0.11978,0.05987,0.13381,0.1179,0.046829938888549805
254,254,0.11978,0.05987,0.13381,0.1179,0.04636740684509277
255,255,0.11978,0.05987,0.13381,0.1179,0.2134873867034912
256,256,0.11978,0.05987,0.13381,0.1179,0.04736185073852539
257,257,0.11978,0.05987,0.13381,0.1179,0.04698657989501953
258,258,0.11978,0.05987,0.13381,0.1179,0.04742884635925293
259,259,0.11978,0.05987,0.13381,0.1179,0.047272682189941406
260,260,0.11978,0.05987,0.13381,0.1179,0.04691457748413086
261,261,0.11978,0.05987,0.13381,0.1179,0.04727625846862793
262,262,0.11978,0.05987,0.13381,0.1179,0.0494534969329834
263,263,0.11978,0.05987,0.13381,0.1179,0.050173044204711914
264,264,0.11978,0.05987,0.13381,0.1179,0.048948049545288086
265,265,0.11978,0.05987,0.13381,0.1179,0.047495126724243164
266,266,0.11978,0.05987,0.13381,0.1179,0.047901153564453125
267,267,0.11978,0.05987,0.13381,0.1179,0.04755282402038574
268,268,0.11978,0.05987,0.13381,0.1179,0.04973483085632324
269,269,0.11978,0.05987,0.13381,0.1179,0.04682016372680664
270,270,0.11978,0.05987,0.13381,0.1179,0.0471193790435791
271,271,0.11978,0.05987,0.13381,0.1179,0.047331809997558594
272,272,0.11978,0.05987,0.13381,0.1179,0.04688453674316406
273,273,0.11978,0.05987,0.13381,0.1179,0.04707956314086914
274,274,0.11978,0.05987,0.13381,0.1179,0.047112226486206055
275,275,0.11978,0.05987,0.13381,0.1179,0.04662919044494629
276,276,0.11978,0.05987,0.13381,0.1179,0.046146392822265625
277,277,0.11978,0.05987,0.13381,0.1179,0.04898953437805176
278,278,0.11978,0.05987,0.13381,0.1179,0.04752683639526367
279,279,0.11978,0.05987,0.13381,0.1179,0.04783225059509277
280,280,0.11978,0.05987,0.13381,0.1179,0.047400474548339844
281,281,0.11978,0.05987,0.13381,0.1179,0.047566890716552734
282,282,0.11978,0.05987,0.13381,0.1179,0.0471494197845459
283,283,0.11978,0.05987,0.13381,0.1179,0.047125816345214844
284,284,0.11978,0.05987,0.13381,0.1179,0.04654073715209961
285,285,0.11978,0.05987,0.13381,0.1179,0.04726576805114746
286,286,0.11978,0.05987,0.13381,0.1179,0.05298876762390137
287,287,0.11978,0.05987,0.13381,0.1179,0.04669928550720215
288,288,0.11978,0.05987,0.13381,0.1179,0.0516049861907959
289,289,0.11978,0.05987,0.13381,0.1179,0.04776620864868164
290,290,0.11978,0.05987,0.13381,0.1179,0.0484158992767334
291,291,0.11978,0.05987,0.13381,0.1179,0.04661679267883301
292,292,0.11978,0.05987,0.13381,0.1179,0.04701542854309082
293,293,0.11978,0.05987,0.13381,0.1179,0.04676389694213867
294,294,0.11978,0.05987,0.13381,0.1179,0.048619747161865234
295,295,0.11978,0.05987,0.13381,0.1179,0.04746866226196289
296,296,0.11978,0.05987,0.13381,0.1179,0.047395944595336914
297,297,0.11978,0.05987,0.13381,0.1179,0.046926259994506836
298,298,0.11978,0.05987,0.13381,0.1179,0.0474245548248291
299,299,0.11978,0.05987,0.13381,0.1179,0.04765129089355469
300,300,0.11978,0.05987,0.13381,0.1179,0.04765439033508301
301,301,0.11978,0.05987,0.13381,0.1179,0.04792046546936035
302,302,0.11978,0.05987,0.13381,0.1179,0.0472261905670166
303,303,0.12,0.05998,0.13495,0.11865,0.04711484909057617
304,304,0.12,0.05998,0.135,0.11901,0.0472564697265625
305,305,0.12023,0.0601,0.13561,0.11883,0.0468289852142334
306,306,0.12023,0.0601,0.13561,0.11883,0.046869754791259766
307,307,0.12023,0.0601,0.13561,0.11883,0.04737710952758789
308,308,0.12023,0.0601,0.13561,0.11883,0.047823190689086914
309,309,0.12038,0.06017,0.13526,0.11956,0.0471956729888916
310,310,0.12038,0.06017,0.13526,0.11956,0.047006845474243164
311,311,0.12038,0.06017,0.13526,0.11956,0.04921531677246094
312,312,0.12038,0.06017,0.13526,0.11956,0.0472264289855957
313,313,0.12038,0.06017,0.13526,0.11956,0.04690384864807129
314,314,0.12038,0.06017,0.13526,0.11956,0.047255516052246094
315,315,0.12038,0.06017,0.13526,0.11956,0.04789113998413086
316,316,0.12038,0.06017,0.13526,0.11956,0.050760507583618164
317,317,0.12038,0.06017,0.13526,0.11956,0.05048727989196777
318,318,0.12038,0.06017,0.13526,0.11956,0.0473935604095459
319,319,0.12038,0.06017,0.13526,0.11956,0.04810810089111328
320,320,0.12038,0.06017,0.13526,0.11956,0.048238277435302734
321,321,0.12038,0.06017,0.13526,0.11956,0.046896934509277344
322,322,0.12038,0.06017,0.13526,0.11956,0.0534670352935791
323,323,0.12038,0.06017,0.13526,0.11956,0.046654701232910156
324,324,0.12038,0.06017,0.13526,0.11956,0.04751777648925781
325,325,0.12038,0.06017,0.13526,0.11956,0.04731130599975586
326,326,0.12038,0.06017,0.13526,0.11956,0.048061370849609375
327,327,0.12038,0.06017,0.13526,0.11956,0.0467839241027832
328,328,0.12038,0.06017,0.13526,0.11956,0.046851396560668945
329,329,0.12038,0.06017,0.13526,0.11956,0.047057390213012695
330,330,0.12038,0.06017,0.13526,0.11956,0.046975135803222656
331,331,0.12038,0.06017,0.13526,0.11956,0.04785871505737305
332,332,0.12038,0.06017,0.13526,0.11956,0.04767560958862305
333,333,0.12038,0.06017,0.13526,0.11956,0.046401023864746094
334,334,0.12038,0.06017,0.13526,0.11956,0.047400474548339844
335,335,0.12038,0.06017,0.13526,0.11956,0.04724550247192383
336,336,0.12038,0.06017,0.13526,0.11956,0.047215938568115234
337,337,0.12038,0.06017,0.13526,0.11956,0.052719831466674805
338,338,0.12038,0.06017,0.13526,0.11956,0.04719972610473633
339,339,0.12038,0.06017,0.13526,0.11956,0.04698443412780762
340,340,0.12038,0.06017,0.13526,0.11956,0.05227398872375488
341,341,0.12038,0.06017,0.13526,0.11956,0.05171847343444824
342,342,0.12038,0.06017,0.13526,0.11956,0.04941058158874512
343,343,0.12038,0.06017,0.13526,0.11956,0.047850847244262695
344,344,0.12038,0.06017,0.13526,0.11956,0.04717588424682617
345,345,0.12038,0.06017,0.13526,0.11956,0.04725074768066406
346,346,0.12038,0.06017,0.13526,0.11956,0.048120975494384766
347,347,0.12038,0.06017,0.13526,0.11956,0.04774880409240723
348,348,0.12038,0.06017,0.13526,0.11956,0.047354698181152344
349,349,0.12038,0.06017,0.13526,0.11956,0.04758810997009277
350,350,0.12038,0.06017,0.13526,0.11956,0.04713582992553711
351,351,0.12038,0.06017,0.13526,0.11956,0.047821760177612305
352,352,0.12038,0.06017,0.13526,0.11956,0.047601938247680664
353,353,0.12038,0.06017,0.13526,0.11956,0.048241615295410156
354,354,0.12038,0.06017,0.13526,0.11956,0.04738354682922363
355,355,0.12038,0.06017,0.13526,0.11956,0.04813385009765625
356,356,0.12038,0.06017,0.13526,0.11956,0.047944068908691406
357,357,0.12038,0.06017,0.13526,0.11956,0.047981977462768555
358,358,0.12038,0.06017,0.13526,0.11956,0.047963619232177734
359,359,0.12038,0.06017,0.13526,0.11956,0.04810214042663574
360,360,0.12038,0.06017,0.13526,0.11956,0.04765129089355469
361,361,0.12038,0.06017,0.13526,0.11956,0.04859113693237305
362,362,0.12038,0.06017,0.13526,0.11956,0.04788565635681152
363,363,0.12038,0.06017,0.13526,0.11956,0.052803993225097656
364,364,0.12038,0.06017,0.13526,0.11956,0.05189824104309082
365,365,0.12038,0.06017,0.13526,0.11956,0.04712677001953125
366,366,0.12038,0.06017,0.13526,0.11956,0.047629594802856445
367,367,0.12038,0.06017,0.13526,0.11956,0.047411203384399414
368,368,0.12038,0.06017,0.13526,0.11956,0.04585146903991699
369,369,0.12038,0.06017,0.13526,0.11956,0.04555153846740723
370,370,0.12038,0.06017,0.13526,0.11956,0.04586911201477051
371,371,0.12038,0.06017,0.13526,0.11956,0.04863452911376953
372,372,0.12038,0.06017,0.13526,0.11956,0.04605388641357422
373,373,0.12038,0.06017,0.13526,0.11956,0.046291351318359375
374,374,0.12038,0.06017,0.13526,0.11956,0.04633641242980957
375,375,0.12038,0.06017,0.13526,0.11956,0.04584169387817383
376,376,0.12038,0.06017,0.13526,0.11956,0.045703887939453125
377,377,0.12038,0.06017,0.13526,0.11956,0.04586648941040039
378,378,0.12038,0.06017,0.13526,0.11956,0.047261714935302734
379,379,0.12038,0.06017,0.13526,0.11956,0.04812145233154297
380,380,0.12038,0.06017,0.13526,0.11956,0.047989845275878906
381,381,0.12038,0.06017,0.13526,0.11956,0.04796290397644043
382,382,0.12038,0.06017,0.13526,0.11956,0.04838895797729492
383,383,0.12038,0.06017,0.13526,0.11956,0.04727888107299805
384,384,0.12038,0.06017,0.13526,0.11956,0.04840683937072754
385,385,0.12038,0.06017,0.13526,0.11956,0.04824519157409668
386,386,0.12038,0.06017,0.13526,0.11956,0.04787850379943848
387,387,0.12038,0.06017,0.13526,0.11956,0.048174142837524414
388,388,0.12038,0.06017,0.13526,0.11956,0.046885013580322266
389,389,0.12038,0.06017,0.13526,0.11956,0.047384023666381836
390,390,0.12038,0.06017,0.13526,0.11956,0.04724860191345215
391,391,0.12038,0.06017,0.13526,0.11956,0.04636573791503906
392,392,0.12038,0.06017,0.13526,0.11956,0.04791069030761719
393,393,0.12038,0.06017,0.13526,0.11956,0.0483546257019043
394,394,0.12038,0.06017,0.13526,0.11956,0.04828286170959473
395,395,0.12038,0.06017,0.13526,0.11956,0.04776453971862793
396,396,0.12038,0.06017,0.13526,0.11956,0.04812812805175781
397,397,0.12038,0.06017,0.13526,0.11956,0.047362327575683594
398,398,0.12038,0.06017,0.13526,0.11956,0.04936408996582031
399,399,0.12038,0.06017,0.13526,0.11956,0.04821968078613281
400,400,0.12038,0.06017,0.13526,0.11956,0.048529624938964844
401,401,0.12038,0.06017,0.13526,0.11956,0.055845022201538086
402,402,0.12038,0.06017,0.13526,0.11956,0.04822087287902832
403,403,0.12038,0.06017,0.13526,0.11956,0.04816031455993652
404,404,0.12038,0.06017,0.13526,0.11956,0.04859614372253418
405,405,0.12038,0.06017,0.13526,0.11956,0.0479884147644043
406,406,0.12038,0.06017,0.13526,0.11956,0.048270463943481445
407,407,0.12038,0.06017,0.13526,0.11956,0.04847979545593262
408,408,0.12038,0.06017,0.13526,0.11956,0.048485517501831055
409,409,0.12038,0.06017,0.13526,0.11956,0.04816627502441406
410,410,0.12038,0.06017,0.13526,0.11956,0.04787087440490723
411,411,0.12038,0.06017,0.13526,0.11956,0.04781293869018555
412,412,0.12038,0.06017,0.13526,0.11956,0.047065019607543945
413,413,0.12038,0.06017,0.13526,0.11956,0.047734737396240234
414,414,0.12038,0.06017,0.13526,0.11956,0.04831743240356445
415,415,0.12038,0.06017,0.13526,0.11956,0.052167415618896484
416,416,0.12038,0.06017,0.13526,0.11956,0.04784107208251953
417,417,0.12038,0.06017,0.13526,0.11956,0.047539710998535156
418,418,0.12038,0.06017,0.13526,0.11956,0.04891395568847656
419,419,0.12038,0.06017,0.13526,0.11956,0.04797482490539551
420,420,0.12038,0.06017,0.13526,0.11956,0.047824859619140625
421,421,0.12038,0.06017,0.13526,0.11956,0.048326730728149414
